CustomerID,Age,Gender,Location,JoinDate,TenureMonths,ContractType,PaymentMethod,MonthlyCharge,TotalCharges,DataUsageGB,CallMinutes,SupportTickets,HasInternet,HasPhone,TechSupport,Streaming,Churn
CUST04746,,Female,Mumbai,2020-07-16 18:00:00,2,One Year,Credit Card,,34.06,4.5,196,1,No,Yes,No,No,0
CUST04778,28.0,Female,Delhi,2020-07-18 02:00:00,35,Month-to-Month,Bank Transfer,72.45,2894.61,1.1,251,0,No,Yes,No,Yes,0
CUST02949,22.0,Male,Bangalore,2020-05-02 21:00:00,21,One Year,Bank Transfer,72.12,1677.53,4.1,269,1,Yes,Yes,Yes,No,0
CUST01884,41.0,Male,Chennai,2020-03-19 12:00:00,12,Two Year,Bank Transfer,92.03,1217.96,,439,1,Yes,Yes,Yes,No,0
CUST00389,35.0,Male,Hyderabad,2020-01-17 05:00:00,18,Month-to-Month,Digital Wallet,24.23,398.64,1.5,155,0,Yes,Yes,No,No,1
CUST02494,26.0,Male,Bangalore,2020-04-13 22:00:00,4,Month-to-Month,Credit Card,80.11,332.76,27.6,348,5,No,Yes,No,No,1
CUST03135,47.0,Male,Delhi,2020-05-10 15:00:00,38,One Year,Bank Transfer,60.51,2445.14,3.6,264,2,Yes,Yes,No,Yes,0
CUST03188,52.0,Female,Delhi,2020-05-12 20:00:00,37,Month-to-Month,Bank Transfer,88.55,3040.71,5.4,257,1,Yes,Yes,Yes,No,0
CUST00845,47.0,Male,Mumbai,2020-02-05 05:00:00,1,Month-to-Month,Digital Wallet,81.51,91.7,6.8,271,2,Yes,No,Yes,Yes,0
CUST00542,48.0,Female,Bangalore,2020-01-23 14:00:00,8,Month-to-Month,Bank Transfer,112.88,964.8,18.7,302,1,Yes,Yes,No,Yes,1
CUST00091,53.0,Male,Mumbai,2020-01-04 19:00:00,1,Month-to-Month,Cash,56.29,54.79,17.8,200,0,Yes,Yes,No,No,0
CUST03910,25.0,Female,Mumbai,2020-06-11 22:00:00,72,Two Year,Digital Wallet,40.39,2498.9,1.8,193,1,Yes,Yes,No,Yes,0
CUST01979,46.0,Female,Chennai,2020-03-23 11:00:00,27,One Year,Cash,26.92,713.28,1.7,565,0,No,Yes,Yes,No,0
CUST04692,53.0,Male,Chennai,2020-07-14 12:00:00,17,Month-to-Month,Digital Wallet,20.0,361.28,2.3,302,1,Yes,Yes,No,No,0
CUST04101,32.0,Female,Mumbai,2020-06-19 21:00:00,15,One Year,Bank Transfer,73.21,1021.18,,294,1,Yes,Yes,No,Yes,0
CUST03386,32.0,Female,Mumbai,2020-05-21 02:00:00,61,Month-to-Month,Digital Wallet,51.61,2913.51,,127,1,Yes,Yes,No,No,1
CUST02529,28.0,Male,Bangalore,2020-04-15 09:00:00,11,Month-to-Month,Digital Wallet,97.41,1073.85,2.6,474,1,Yes,Yes,No,No,0
CUST01676,56.0,Male,Delhi,2020-03-10 20:00:00,53,Two Year,Bank Transfer,77.67,3605.07,3.4,130,0,Yes,Yes,Yes,Yes,0
CUST01048,59.0,Female,Mumbai,2020-02-13 16:00:00,13,One Year,Credit Card,20.0,232.65,8.7,195,1,Yes,Yes,No,Yes,0
CUST01960,41.0,Female,Delhi,2020-03-22 16:00:00,10,Two Year,Bank Transfer,79.61,803.83,30.7,459,4,Yes,Yes,No,No,0
CUST02530,47.0,Female,Delhi,2020-04-15 10:00:00,25,Month-to-Month,Cash,119.59,3101.55,14.8,274,1,No,Yes,Yes,No,1
CUST04012,30.0,Male,Mumbai,2020-06-16 04:00:00,10,Month-to-Month,Cash,65.39,593.07,0.3,297,0,Yes,Yes,No,No,1
CUST00237,44.0,Female,Chennai,2020-01-10 21:00:00,64,Month-to-Month,Bank Transfer,99.86,7245.38,4.1,149,1,Yes,Yes,No,Yes,0
CUST02984,22.0,Male,Hyderabad,2020-05-04 08:00:00,5,Month-to-Month,Bank Transfer,32.81,184.0,5.2,175,2,Yes,Yes,No,No,0
CUST04103,52.0,Male,Delhi,2020-06-19 23:00:00,50,Month-to-Month,Credit Card,68.99,3256.77,3.5,381,2,Yes,Yes,Yes,No,0
CUST01133,47.0,Female,Mumbai,2020-02-17 05:00:00,22,One Year,Cash,44.98,913.8,,398,0,Yes,Yes,No,Yes,0
CUST01805,22.0,Male,Bangalore,2020-03-16 05:00:00,13,Month-to-Month,Cash,53.81,750.6,,273,0,No,Yes,No,Yes,0
CUST04154,53.0,Male,Hyderabad,2020-06-22 02:00:00,8,Month-to-Month,Credit Card,73.08,590.24,,283,3,No,Yes,Yes,No,0
CUST00163,32.0,Male,Hyderabad,2020-01-07 19:00:00,33,Two Year,Bank Transfer,64.93,2118.09,2.3,346,1,No,Yes,No,No,1
CUST03659,68.0,Female,Hyderabad,2020-06-01 11:00:00,17,One Year,Bank Transfer,89.61,1372.17,5.0,332,1,Yes,No,Yes,Yes,0
CUST04721,48.0,Male,Bangalore,2020-07-15 17:00:00,21,Month-to-Month,Credit Card,63.43,1370.88,3.1,600,0,Yes,Yes,Yes,Yes,1
CUST03361,21.0,Female,Mumbai,2020-05-20 01:00:00,18,Month-to-Month,Bank Transfer,30.33,503.42,2.8,210,1,Yes,Yes,Yes,Yes,1
CUST03471,41.0,Male,Hyderabad,2020-05-24 15:00:00,38,Month-to-Month,Digital Wallet,92.97,3535.54,2.7,440,1,Yes,Yes,No,No,0
CUST04929,40.0,Female,Delhi,2020-07-24 09:00:00,37,One Year,Digital Wallet,64.51,2443.67,2.8,335,1,Yes,Yes,Yes,Yes,0
CUST03655,46.0,Male,Mumbai,2020-06-01 07:00:00,1,Month-to-Month,Cash,20.0,21.87,21.2,513,0,Yes,Yes,No,No,0
CUST03960,33.0,Male,Bangalore,2020-06-14 00:00:00,14,Month-to-Month,Digital Wallet,20.0,319.09,15.4,412,2,Yes,Yes,Yes,No,1
CUST01811,,Female,Bangalore,2020-03-16 11:00:00,41,Month-to-Month,Cash,93.36,4264.31,13.9,270,1,Yes,Yes,Yes,No,1
CUST03128,42.0,Female,Chennai,2020-05-10 08:00:00,42,Two Year,Digital Wallet,46.69,1872.06,22.9,328,3,Yes,Yes,No,Yes,0
CUST03167,43.0,Female,Bangalore,2020-05-11 23:00:00,14,One Year,Cash,32.6,407.3,1.3,158,0,Yes,Yes,Yes,No,0
CUST01428,39.0,Female,Bangalore,2020-02-29 12:00:00,24,Month-to-Month,Cash,94.73,2329.43,0.8,338,2,Yes,Yes,Yes,Yes,0
CUST03634,47.0,Female,Bangalore,2020-05-31 10:00:00,36,One Year,Digital Wallet,77.78,2842.48,1.2,473,3,Yes,Yes,Yes,Yes,0
CUST02817,46.0,Female,Mumbai,2020-04-27 09:00:00,67,Month-to-Month,Bank Transfer,56.5,4034.42,19.0,142,0,Yes,Yes,No,Yes,0
CUST03414,35.0,Male,Chennai,2020-05-22 06:00:00,4,Two Year,Cash,61.04,240.88,33.4,324,1,No,Yes,Yes,No,0
CUST04472,57.0,Female,Hyderabad,2020-07-05 08:00:00,15,Month-to-Month,Bank Transfer,43.12,708.2,8.3,192,1,No,Yes,Yes,Yes,0
CUST04661,38.0,Male,Mumbai,2020-07-13 05:00:00,2,Month-to-Month,Credit Card,57.43,119.44,7.1,610,2,Yes,Yes,Yes,Yes,0
CUST04653,49.0,Male,Delhi,2020-07-12 21:00:00,14,One Year,Digital Wallet,78.47,1153.64,13.4,301,0,No,No,Yes,Yes,0
CUST01452,44.0,Female,Chennai,2020-03-01 12:00:00,30,Month-to-Month,Cash,52.66,1701.68,10.3,518,1,No,Yes,No,Yes,1
CUST00593,46.0,Male,Bangalore,2020-01-25 17:00:00,2,One Year,Digital Wallet,74.34,159.78,4.2,235,0,Yes,Yes,Yes,No,0
CUST00041,44.0,Male,Delhi,2020-01-02 17:00:00,10,Two Year,Digital Wallet,56.74,623.09,0.3,276,0,Yes,Yes,Yes,No,0
CUST00560,45.0,Female,Mumbai,2020-01-24 08:00:00,62,One Year,Cash,72.47,4320.19,,221,0,Yes,Yes,Yes,Yes,0
CUST02954,30.0,Male,Bangalore,2020-05-03 02:00:00,21,One Year,Bank Transfer,20.0,448.84,15.0,370,0,Yes,Yes,No,Yes,0
CUST04627,33.0,Male,Bangalore,2020-07-11 19:00:00,3,Month-to-Month,Cash,64.21,212.13,20.1,123,2,No,Yes,No,No,0
CUST00243,52.0,Male,Mumbai,2020-01-11 03:00:00,19,Two Year,Credit Card,49.33,835.9,4.5,5,1,Yes,Yes,No,Yes,1
CUST01339,44.0,Male,Mumbai,2020-02-25 19:00:00,30,Month-to-Month,Cash,44.57,1155.33,23.3,386,1,No,Yes,No,No,1
CUST02916,39.0,Female,Bangalore,2020-05-01 12:00:00,5,One Year,Cash,42.63,206.8,1.5,390,1,Yes,Yes,Yes,No,0
CUST03164,28.0,Male,Chennai,2020-05-11 20:00:00,40,One Year,Cash,65.92,2831.33,6.7,292,3,Yes,Yes,No,Yes,0
CUST03820,37.0,Male,Bangalore,2020-06-08 04:00:00,1,Month-to-Month,Credit Card,89.31,95.81,27.6,208,1,Yes,Yes,Yes,No,1
CUST01442,44.0,Female,Delhi,2020-03-01 02:00:00,10,Two Year,Credit Card,79.52,772.23,4.7,184,2,No,Yes,No,No,0
CUST00261,41.0,Male,Mumbai,2020-01-11 21:00:00,72,One Year,Cash,20.0,1429.63,0.5,75,2,Yes,Yes,No,No,0
CUST03963,51.0,Female,Delhi,2020-06-14 03:00:00,35,Month-to-Month,Bank Transfer,87.47,2728.47,40.1,380,1,No,No,No,No,0
CUST01689,38.0,Female,Bangalore,2020-03-11 09:00:00,3,Month-to-Month,Cash,41.19,131.46,8.0,463,0,No,Yes,Yes,No,0
CUST01725,55.0,Female,Hyderabad,2020-03-12 21:00:00,5,Month-to-Month,Bank Transfer,34.73,165.45,3.6,108,2,Yes,Yes,Yes,No,0
CUST04082,62.0,Male,Mumbai,2020-06-19 02:00:00,7,Month-to-Month,Bank Transfer,71.96,559.54,1.8,215,2,No,Yes,No,Yes,0
CUST00834,41.0,Male,Delhi,2020-02-04 18:00:00,16,Two Year,Cash,100.82,1569.53,26.1,251,2,No,Yes,Yes,Yes,0
CUST01866,54.0,Male,Mumbai,2020-03-18 18:00:00,12,Month-to-Month,Digital Wallet,55.88,629.66,0.1,371,1,No,Yes,Yes,No,0
CUST02496,38.0,Male,Bangalore,2020-04-14 00:00:00,32,Month-to-Month,Credit Card,89.92,3184.9,2.1,291,1,Yes,Yes,No,No,1
CUST02010,22.0,Female,Chennai,2020-03-24 18:00:00,30,Two Year,Digital Wallet,110.3,3749.66,4.9,360,4,Yes,Yes,Yes,Yes,0
CUST00340,32.0,Female,Mumbai,2020-01-15 04:00:00,9,Month-to-Month,Digital Wallet,44.46,401.62,10.5,415,0,No,Yes,Yes,Yes,0
CUST03006,47.0,Female,Bangalore,2020-05-05 06:00:00,41,Month-to-Month,Digital Wallet,51.83,2255.77,,567,0,Yes,Yes,Yes,No,0
CUST01601,58.0,Male,Chennai,2020-03-07 17:00:00,1,Two Year,Bank Transfer,43.75,40.33,9.9,438,0,Yes,Yes,No,No,0
CUST03021,36.0,Female,Delhi,2020-05-05 21:00:00,1,One Year,Cash,76.81,86.12,15.3,254,0,Yes,Yes,No,Yes,0
CUST04706,58.0,Female,Mumbai,2020-07-15 02:00:00,16,Month-to-Month,Digital Wallet,72.7,989.51,14.5,257,0,Yes,Yes,No,No,1
CUST00480,40.0,Female,Bangalore,2020-01-21 00:00:00,3,Month-to-Month,Digital Wallet,49.62,140.16,19.0,164,3,Yes,Yes,No,No,1
CUST02843,27.0,Female,Mumbai,2020-04-28 11:00:00,12,Month-to-Month,Bank Transfer,71.26,965.27,20.7,180,1,Yes,Yes,No,Yes,0
CUST03921,44.0,Male,Bangalore,2020-06-12 09:00:00,22,Two Year,Bank Transfer,58.98,1480.36,6.4,319,1,Yes,Yes,Yes,No,0
CUST03412,65.0,Female,Mumbai,2020-05-22 04:00:00,41,Two Year,Bank Transfer,31.4,1213.18,0.2,446,2,No,Yes,No,No,0
CUST04650,39.0,Female,Chennai,2020-07-12 18:00:00,4,Month-to-Month,Bank Transfer,101.48,426.78,7.0,363,0,Yes,Yes,No,Yes,1
CUST03064,23.0,Male,Mumbai,2020-05-07 16:00:00,8,Month-to-Month,Bank Transfer,90.41,781.77,2.5,479,2,Yes,No,Yes,No,0
CUST04011,25.0,Male,Bangalore,2020-06-16 03:00:00,10,Month-to-Month,Credit Card,66.56,572.79,2.6,305,3,Yes,Yes,No,Yes,1
CUST01766,68.0,Male,Chennai,2020-03-14 14:00:00,21,Two Year,Cash,79.23,1428.52,7.6,260,1,No,Yes,No,Yes,1
CUST04485,22.0,Male,Delhi,2020-07-05 21:00:00,28,Month-to-Month,Cash,,982.18,0.7,337,2,Yes,Yes,No,No,1
CUST02453,33.0,Male,Bangalore,2020-04-12 05:00:00,1,Month-to-Month,Bank Transfer,115.0,104.4,0.3,193,1,Yes,Yes,No,Yes,0
CUST02895,80.0,Male,Mumbai,2020-04-30 15:00:00,1,Two Year,Bank Transfer,58.94,54.71,1.9,639,1,Yes,Yes,No,No,0
CUST03836,56.0,Male,Chennai,2020-06-08 20:00:00,29,Month-to-Month,Bank Transfer,96.06,2641.25,0.3,257,2,Yes,Yes,No,Yes,0
CUST04037,39.0,Female,Mumbai,2020-06-17 05:00:00,7,One Year,Credit Card,83.35,597.64,5.9,511,3,No,Yes,No,Yes,0
CUST04689,36.0,Male,Bangalore,2020-07-14 09:00:00,55,Month-to-Month,Cash,69.89,4266.69,5.6,198,0,Yes,Yes,No,No,1
CUST03870,25.0,Female,Mumbai,2020-06-10 06:00:00,31,One Year,Credit Card,25.94,743.09,4.9,158,0,Yes,Yes,Yes,Yes,0
CUST01271,49.0,Female,Chennai,2020-02-22 23:00:00,13,Two Year,Bank Transfer,112.99,1488.69,8.6,349,1,Yes,Yes,Yes,No,0
CUST03095,57.0,Male,Chennai,2020-05-08 23:00:00,9,Two Year,Credit Card,117.84,1164.48,5.9,391,1,Yes,Yes,Yes,No,0
CUST04513,30.0,Female,Chennai,2020-07-07 01:00:00,7,One Year,Bank Transfer,81.14,647.54,24.9,285,1,Yes,Yes,Yes,No,0
CUST03112,38.0,Male,Chennai,2020-05-09 16:00:00,1,One Year,Bank Transfer,74.09,69.31,38.3,220,2,Yes,Yes,No,No,0
CUST04153,33.0,Male,Mumbai,2020-06-22 01:00:00,1,Two Year,Bank Transfer,72.61,81.06,7.8,251,1,Yes,Yes,Yes,No,0
CUST00347,25.0,Male,Chennai,2020-01-15 11:00:00,10,Two Year,Cash,28.29,245.39,7.7,252,0,Yes,Yes,No,No,0
CUST03902,62.0,Female,Hyderabad,2020-06-11 14:00:00,9,Month-to-Month,Bank Transfer,34.02,306.28,13.1,324,0,Yes,Yes,Yes,Yes,1
CUST04635,18.0,Female,Chennai,2020-07-12 03:00:00,44,One Year,Digital Wallet,20.0,887.4,0.7,478,1,Yes,Yes,No,Yes,0
CUST02562,30.0,Male,Delhi,2020-04-16 18:00:00,1,Two Year,Digital Wallet,87.91,91.0,1.3,232,3,Yes,Yes,No,No,0
CUST04602,61.0,Female,Bangalore,2020-07-10 18:00:00,14,Month-to-Month,Bank Transfer,57.04,718.72,19.7,285,1,No,Yes,No,No,0
CUST01423,31.0,Female,Mumbai,2020-02-29 07:00:00,24,Month-to-Month,Digital Wallet,74.53,1600.55,6.2,338,2,Yes,Yes,Yes,No,0
CUST00656,42.0,Male,Delhi,2020-01-28 08:00:00,5,Two Year,Credit Card,69.0,388.03,0.4,266,0,No,Yes,Yes,No,0
CUST02102,31.0,Female,Mumbai,2020-03-28 14:00:00,6,Month-to-Month,Cash,98.89,505.55,0.6,406,2,Yes,Yes,Yes,Yes,0
CUST00632,40.0,Female,Chennai,2020-01-27 08:00:00,21,Month-to-Month,Bank Transfer,20.0,414.39,9.0,294,1,Yes,Yes,Yes,No,1
CUST02910,35.0,Female,Mumbai,2020-05-01 06:00:00,44,Month-to-Month,Cash,48.83,2091.82,5.6,262,1,No,Yes,No,Yes,0
CUST02493,59.0,Male,Mumbai,2020-04-13 21:00:00,66,Two Year,Cash,64.32,4346.66,5.1,135,1,Yes,Yes,No,No,0
CUST02665,25.0,Male,Bangalore,2020-04-21 01:00:00,30,Month-to-Month,Bank Transfer,71.11,2056.87,1.1,166,0,Yes,Yes,Yes,Yes,0
CUST03366,,Male,Mumbai,2020-05-20 06:00:00,13,Month-to-Month,Bank Transfer,47.18,689.99,20.6,306,1,Yes,No,No,No,1
CUST03683,56.0,Male,Chennai,2020-06-02 11:00:00,15,One Year,Digital Wallet,53.24,734.41,15.6,62,1,Yes,Yes,Yes,No,0
CUST04147,40.0,Male,Hyderabad,2020-06-21 19:00:00,4,Month-to-Month,Cash,53.04,212.84,25.0,402,1,Yes,Yes,Yes,Yes,0
CUST03114,46.0,Female,Hyderabad,2020-05-09 18:00:00,72,One Year,Bank Transfer,20.0,1312.51,1.9,454,0,Yes,Yes,No,Yes,0
CUST03615,50.0,Female,Bangalore,2020-05-30 15:00:00,4,Month-to-Month,Credit Card,81.05,306.28,4.3,432,1,Yes,Yes,No,Yes,0
CUST02500,48.0,Female,Delhi,2020-04-14 04:00:00,10,One Year,Credit Card,122.86,1106.47,28.7,36,2,Yes,Yes,Yes,Yes,0
CUST01465,49.0,Female,Bangalore,2020-03-02 01:00:00,15,Month-to-Month,Bank Transfer,72.37,1049.65,1.8,494,1,Yes,Yes,No,Yes,0
CUST02851,52.0,Male,Bangalore,2020-04-28 19:00:00,20,Two Year,Credit Card,33.43,742.94,12.8,367,1,Yes,Yes,Yes,Yes,0
CUST00115,45.0,Male,Bangalore,2020-01-05 19:00:00,33,Month-to-Month,Digital Wallet,64.21,2223.59,9.5,310,0,No,No,No,Yes,0
CUST01821,42.0,Male,Chennai,2020-03-16 21:00:00,72,Month-to-Month,Credit Card,106.83,8106.27,2.5,177,2,Yes,Yes,No,No,0
CUST01494,60.0,Female,Bangalore,2020-03-03 06:00:00,1,Month-to-Month,Bank Transfer,60.98,58.99,7.2,238,1,Yes,Yes,Yes,Yes,0
CUST02401,44.0,Female,Bangalore,2020-04-10 01:00:00,64,Month-to-Month,Credit Card,45.49,2522.71,4.4,316,3,No,Yes,No,No,1
CUST01232,40.0,Female,Chennai,2020-02-21 08:00:00,3,Month-to-Month,Credit Card,83.79,215.41,28.5,170,0,Yes,Yes,Yes,Yes,1
CUST02661,31.0,Male,Delhi,2020-04-20 21:00:00,3,Two Year,Bank Transfer,110.29,333.05,,167,0,Yes,Yes,No,Yes,1
CUST02890,43.0,Female,Mumbai,2020-04-30 10:00:00,1,One Year,Digital Wallet,91.68,93.47,4.0,135,1,Yes,Yes,No,No,0
CUST04585,56.0,Female,Mumbai,2020-07-10 01:00:00,2,Month-to-Month,Cash,94.53,191.11,24.1,131,1,Yes,Yes,No,No,0
CUST01153,26.0,Female,Bangalore,2020-02-18 01:00:00,46,Two Year,Credit Card,79.63,3210.77,43.2,244,0,Yes,Yes,No,No,0
CUST03869,53.0,Female,Bangalore,2020-06-10 05:00:00,72,Month-to-Month,Cash,53.43,3346.56,7.2,354,0,Yes,Yes,No,No,0
CUST00057,38.0,Female,Delhi,2020-01-03 09:00:00,64,Month-to-Month,Digital Wallet,,6490.23,15.0,508,0,No,Yes,No,No,1
CUST03413,32.0,Female,Hyderabad,2020-05-22 05:00:00,72,Month-to-Month,Bank Transfer,73.14,4542.63,,388,1,Yes,Yes,No,Yes,0
CUST04362,45.0,Female,Delhi,2020-06-30 18:00:00,26,One Year,Bank Transfer,93.82,2149.66,11.8,177,2,No,Yes,No,Yes,0
CUST04957,54.0,Male,Bangalore,2020-07-25 13:00:00,72,One Year,Credit Card,30.8,2315.69,3.0,340,3,Yes,Yes,No,No,0
CUST01735,22.0,Male,Bangalore,2020-03-13 07:00:00,20,Month-to-Month,Cash,50.41,1122.38,15.7,434,1,Yes,Yes,No,Yes,0
CUST02196,47.0,Female,Delhi,2020-04-01 12:00:00,48,Month-to-Month,Credit Card,51.87,2621.3,16.7,292,3,Yes,Yes,Yes,No,0
CUST04080,,Female,Delhi,2020-06-19 00:00:00,11,Two Year,Digital Wallet,66.61,684.5,1.4,233,2,Yes,Yes,Yes,Yes,0
CUST02475,50.0,Female,Chennai,2020-04-13 03:00:00,59,Two Year,Credit Card,20.0,1037.93,28.0,235,0,Yes,Yes,No,Yes,0
CUST02564,31.0,Female,Mumbai,2020-04-16 20:00:00,20,Month-to-Month,Cash,30.28,621.26,4.8,208,1,Yes,Yes,No,No,0
CUST03176,24.0,Male,Bangalore,2020-05-12 08:00:00,22,One Year,Bank Transfer,22.58,454.22,1.7,283,3,No,Yes,Yes,No,0
CUST04055,44.0,Male,Chennai,2020-06-17 23:00:00,28,Month-to-Month,Bank Transfer,92.55,2774.2,,159,3,Yes,Yes,No,No,1
CUST03676,42.0,Female,Mumbai,2020-06-02 04:00:00,1,Two Year,Cash,54.22,56.65,0.9,100,3,Yes,Yes,Yes,No,1
CUST00707,63.0,Female,Delhi,2020-01-30 11:00:00,8,Month-to-Month,Bank Transfer,64.28,526.38,24.5,334,0,Yes,Yes,Yes,Yes,0
CUST04292,24.0,Male,Bangalore,2020-06-27 20:00:00,15,One Year,Digital Wallet,63.8,1092.13,0.7,252,0,No,Yes,Yes,Yes,0
CUST01093,42.0,Female,Bangalore,2020-02-15 13:00:00,13,Two Year,Bank Transfer,64.09,789.54,0.3,395,2,Yes,Yes,No,No,0
CUST04854,56.0,Male,Delhi,2020-07-21 06:00:00,19,Month-to-Month,Bank Transfer,99.35,1621.93,16.9,116,1,Yes,Yes,No,Yes,0
CUST01376,33.0,Female,Mumbai,2020-02-27 08:00:00,46,Month-to-Month,Digital Wallet,79.3,3202.46,4.4,113,0,Yes,Yes,Yes,No,0
CUST04925,35.0,Female,Delhi,2020-07-24 05:00:00,6,Month-to-Month,Cash,60.15,373.48,5.8,446,3,Yes,Yes,No,No,1
CUST00072,41.0,Female,Chennai,2020-01-04 00:00:00,46,Month-to-Month,Digital Wallet,58.96,3079.13,8.4,172,0,No,Yes,Yes,No,0
CUST01922,29.0,Female,Delhi,2020-03-21 02:00:00,2,Two Year,Bank Transfer,47.19,89.54,3.7,249,1,Yes,Yes,No,No,0
CUST03424,20.0,Female,Hyderabad,2020-05-22 16:00:00,34,Two Year,Digital Wallet,73.55,2533.46,,392,0,Yes,Yes,No,Yes,1
CUST01764,39.0,Female,Mumbai,2020-03-14 12:00:00,10,Two Year,Digital Wallet,56.09,482.7,9.8,356,0,Yes,No,No,Yes,0
CUST00743,42.0,Male,Mumbai,2020-01-31 23:00:00,5,Month-to-Month,Digital Wallet,40.79,192.83,,242,0,Yes,Yes,Yes,No,0
CUST03380,67.0,Male,Delhi,2020-05-20 20:00:00,3,Month-to-Month,Cash,63.98,215.2,3.3,77,1,No,Yes,No,No,0
CUST01005,46.0,Male,Hyderabad,2020-02-11 21:00:00,10,One Year,Credit Card,95.39,1043.52,10.5,583,0,No,Yes,No,No,0
CUST02668,48.0,Male,Chennai,2020-04-21 04:00:00,6,Two Year,Credit Card,72.12,433.26,7.6,246,0,No,Yes,No,No,1
CUST01190,43.0,Male,Hyderabad,2020-02-19 14:00:00,8,Month-to-Month,Cash,59.43,419.71,7.2,71,0,Yes,Yes,No,No,0
CUST03208,52.0,Male,Bangalore,2020-05-13 16:00:00,2,One Year,Bank Transfer,39.83,82.16,13.7,169,1,Yes,Yes,Yes,Yes,0
CUST02601,49.0,Female,Hyderabad,2020-04-18 09:00:00,29,Two Year,Credit Card,20.0,569.1,6.5,152,2,Yes,Yes,No,No,0
CUST01125,28.0,Female,Chennai,2020-02-16 21:00:00,35,Month-to-Month,Digital Wallet,81.37,3127.94,8.2,209,3,Yes,Yes,No,Yes,1
CUST01241,39.0,Male,Delhi,2020-02-21 17:00:00,10,Month-to-Month,Digital Wallet,61.2,647.63,1.0,352,2,Yes,Yes,Yes,No,0
CUST02867,31.0,Male,Delhi,2020-04-29 11:00:00,20,Month-to-Month,Credit Card,70.73,1235.31,,223,1,Yes,Yes,Yes,No,0
CUST04141,61.0,Male,Mumbai,2020-06-21 13:00:00,4,Month-to-Month,Credit Card,20.0,84.86,11.9,222,3,Yes,Yes,Yes,No,0
CUST03460,62.0,Male,Delhi,2020-05-24 04:00:00,49,One Year,Credit Card,20.0,836.39,12.6,190,1,Yes,Yes,No,Yes,0
CUST00998,35.0,Female,Mumbai,2020-02-11 14:00:00,29,Month-to-Month,Cash,116.73,3714.08,2.4,494,2,No,Yes,Yes,No,0
CUST03404,47.0,Female,Mumbai,2020-05-21 20:00:00,1,Two Year,Cash,34.77,32.5,14.1,0,4,No,Yes,Yes,No,0
CUST02684,46.0,Male,Chennai,2020-04-21 20:00:00,4,Month-to-Month,Digital Wallet,128.81,440.24,17.2,222,2,Yes,Yes,Yes,Yes,0
CUST01577,55.0,Female,Delhi,2020-03-06 17:00:00,8,Month-to-Month,Cash,66.91,462.25,3.5,342,1,Yes,Yes,Yes,Yes,0
CUST04802,25.0,Male,Chennai,2020-07-19 02:00:00,42,Month-to-Month,Digital Wallet,145.07,6006.28,4.4,457,3,Yes,Yes,No,No,0
CUST01826,28.0,Female,Bangalore,2020-03-17 02:00:00,16,Month-to-Month,Cash,51.07,720.36,6.1,167,0,Yes,Yes,No,No,0
CUST03986,48.0,Male,Mumbai,2020-06-15 02:00:00,27,One Year,Credit Card,47.44,1189.39,45.6,161,0,Yes,Yes,No,No,0
CUST04160,42.0,Female,Chennai,2020-06-22 08:00:00,34,Two Year,Digital Wallet,54.65,1884.91,22.0,237,1,Yes,Yes,No,Yes,0
CUST03555,41.0,Female,Hyderabad,2020-05-28 03:00:00,48,Month-to-Month,Credit Card,73.31,3883.19,,205,0,Yes,Yes,Yes,Yes,0
CUST00440,46.0,Male,Delhi,2020-01-19 08:00:00,4,Two Year,Credit Card,122.45,442.53,3.4,268,3,Yes,Yes,No,Yes,1
CUST04963,45.0,Male,Bangalore,2020-07-25 19:00:00,72,One Year,Cash,36.0,2382.7,4.1,395,0,Yes,Yes,No,No,0
CUST01100,53.0,Female,Delhi,2020-02-15 20:00:00,35,One Year,Digital Wallet,87.34,3107.74,4.8,106,1,Yes,Yes,No,Yes,0
CUST04031,25.0,Female,Mumbai,2020-06-16 23:00:00,8,One Year,Bank Transfer,83.6,649.76,8.5,207,1,No,No,Yes,No,0
CUST03076,51.0,Female,Mumbai,2020-05-08 04:00:00,68,Two Year,Cash,93.33,5640.9,3.0,423,1,Yes,Yes,Yes,No,0
CUST00649,50.0,Female,Chennai,2020-01-28 01:00:00,12,Month-to-Month,Bank Transfer,51.63,689.94,0.7,461,1,Yes,No,Yes,Yes,0
CUST01546,30.0,Male,Delhi,2020-03-05 10:00:00,1,Month-to-Month,Bank Transfer,44.94,38.93,4.5,326,1,Yes,Yes,No,No,0
CUST03557,43.0,Female,Bangalore,2020-05-28 05:00:00,36,Month-to-Month,Digital Wallet,45.15,1592.26,1.5,253,0,No,Yes,No,No,1
CUST04366,35.0,Male,Chennai,2020-06-30 22:00:00,72,Two Year,Credit Card,65.2,4290.22,23.5,75,2,Yes,Yes,Yes,No,0
CUST03204,30.0,Female,Chennai,2020-05-13 12:00:00,17,One Year,Cash,49.64,905.63,6.4,382,1,No,Yes,Yes,No,0
CUST04194,18.0,Female,Delhi,2020-06-23 18:00:00,17,Month-to-Month,Credit Card,20.54,340.35,7.0,196,4,Yes,Yes,No,No,0
CUST00630,21.0,Female,Hyderabad,2020-01-27 06:00:00,8,Two Year,Credit Card,97.32,742.97,8.9,292,1,Yes,Yes,Yes,No,0
CUST00672,37.0,Male,Delhi,2020-01-29 00:00:00,64,Two Year,Credit Card,39.17,2824.55,13.2,276,1,No,Yes,No,No,0
